time(ms),amplitude
93.5,0.8706640841113287
94.0,-0.2745857902680498
94.5,1.2909193409855482
95.0,1.4690431673006707
95.5,0.023801295407720024
96.0,-0.14254332265446812
96.5,0.8671070183659629
97.0,0.7204438951083977
97.5,-0.23880753775824348
98.0,-0.06490635333450358
98.5,0.6818995144397124
99.0,0.3282716825912245
99.5,-0.38273131326054366
100.0,7.182434939466707e-15
100.5,0.5603071715648209
101.0,0.0348824884237024
101.5,-0.49387088975545057
102.00000000000001,0.06333346600356982
102.50000000000001,0.4505004461495702
103.00000000000001,-0.2553461111586404
103.50000000000001,-0.6112500363753202
104.00000000000001,0.13312408246665233
104.5,0.31441170108696337
105.0,-0.6354587101909313
105.5,-0.7833459374097056
106.0,0.2241701133215379
106.5,0.07388818198411606
107.0,-1.3474141854155925
107.5,-1.166546057908376
108.0,0.3970836691107321
108.5,-0.6799805871431865
109.0,-4.146236519334138
109.5,-3.6362711038986273
110.0,3.0284114870518577
110.5,8.605398447196226
111.0,6.7812429349230054
111.5,1.4949085914120435
112.0,-0.08492601770032265
112.5,1.7071067811866047
113.0,1.989394719017574
113.5,0.39810149901204306
114.0,0.14641849491396455
114.5,1.234236344540914
115.0,1.144825347842285
115.5,0.13390511985914255
116.0,0.2702907456980904
116.5,1.0674162947702341
117.0,0.7587593765599348
117.50000000000001,0.021454810249851963
118.00000000000001,0.38295422144181857
118.50000000000001,0.9892633964073791
119.00000000000001,0.5103236092072824
119.50000000000001,-0.03281166569256233
120.0,0.5118408783414274
120.5,0.9532842333903624
121.0,0.3076197695814486
121.5,-0.05325635002086593
122.0,0.6858144444448494
122.5,0.9477706992833508
123.0,0.09619099949658223
123.5,-0.04212384450937834
124.0,0.9709010556881316
124.5,0.9809698570029056
125.0,-0.21407400337103932
125.5,0.0268464816081333
126.0,1.628285773916949
126.5,1.1249848965089482
127.0,-1.0916714837177157
127.5,0.41586659168748397
128.0,6.546069341954059
128.5,9.915147804704652
129.0,5.599740088327628
129.5,-0.8907529944128019
130.0,-2.149561943209156
130.5,0.4757541329527718
131.0,1.1812149535065983
131.5,-0.4038254188535617
132.0,-0.6205716486697613
132.5,0.6601311219717529
133.0,0.7121684020047662
133.5,-0.2963986652847391
134.0,-0.15230865491038867
134.5,0.738607242552092
135.0,0.5095254494945074
135.5,-0.22936036704680574
136.0,0.13182292378576366
136.5,0.8029608824242556
137.0,0.38496940253108747
137.5,-0.16188308380853655
138.0,0.37850618091024224
138.5,0.8787016547556578
139.0,0.29390359829362406
139.5,-0.07200476214112816
140.0,0.659337780500657
140.5,0.9908426509028027
141.0,0.21965300971904905
141.50000000000003,0.07530937493526313
142.00000000000003,1.0738083487007244
142.50000000000003,1.1964577332124535
143.00000000000003,0.15327909968468542
143.50000000000003,0.3866314495208292
144.00000000000003,1.9391874746385918
144.5,1.7309780277788793
145.0,0.0834373983040444
145.5,1.551040259079679
146.0,6.201544698026337
146.5,7.098710267253654
147.0,0.9393812231706854
147.5,-5.550550571731384
148.0,-5.364423080771108
148.5,-1.2725266580893013
149.0,0.034076857304774874
149.5,-1.5511536341015857
150.0,-1.7320508075689443
150.5,-0.23208490657781877
151.0,-0.03021106271426848
151.5,-1.0500753749171592
152.0,-0.9103778680379306
152.5,0.06952714418533712
153.0,-0.08845301193385727
153.5,-0.8439101303935674
154.0,-0.49824224029100717
154.5,0.22373102088796215
155.0,-0.1497516724410311
155.5,-0.719644533805118
156.0,-0.2042738037885988
156.5,0.33110031938035533
157.0,-0.22008642330468667
157.5,-0.620039379540115
158.0,0.07120524180089113
158.5,0.4308263328255102
159.0,-0.3096487144794559
159.5,-0.5114581672933729
160.0,0.4127868617595241
160.5,0.5606751474988663
161.0,-0.44525631050266073
161.5,-0.3383251691315179
162.0,1.01993575434173
162.5,0.8256163536664387
163.0,-0.743397766011929
163.5,0.16102642823187363
164.0,3.218317682849553
164.5,2.313414042704644
165.0,-4.33727147003976
165.5,-9.385434885146616
166.0,-6.862079176961832
166.5,-1.159405024182071
167.0,0.43105802786319525
167.5,-1.5217642755019058
168.0,-1.888520405249808
168.5,-0.28547407729385776
169.0,-0.03321408524731468
169.5,-1.164591668629093
170.0,-1.107579766897286
170.5,-0.0935118036610616
171.0,-0.22899666784840073
171.5,-1.049166519864892
172.0,-0.7604536514781969
172.50000000000003,-0.02154234502488528
173.00000000000003,-0.3821405370021732
173.50000000000003,-1.0058240965951297
174.00000000000003,-0.5436358709199524
174.50000000000003,0.0002741309032909811
175.00000000000003,-0.5437443317629927
175.50000000000003,-1.002494307703386
176.0,-0.375202651262264
176.5,-0.01462880955039858
177.0,-0.7536662408913651
177.5,-1.0380973512426317
178.0,-0.2129378121135667
178.5,-0.07723246808519946
179.0,-1.091440508428334
179.5,-1.1411849138955
180.0,-9.509631740498765e-14
180.5,-0.2512065182408032
181.0,-1.8550863545784435
181.5,-1.4681931454087913
182.0,0.523103771565898
182.5,-1.06122056051121
183.0,-6.841364742379971
183.5,-9.506066758178124
184.0,-4.573336970275253
184.5,2.0611615448855094
185.0,3.034218259736996
185.5,0.05372087422358929
186.0,-0.8165237435195258
186.5,0.7547512087642388
187.0,0.9525421349701635
187.5,-0.39279364131802175
188.0,-0.4906821662535676
188.5,0.5154353537965822
189.0,0.36796342835735824
189.5,-0.5508664258348286
190.0,-0.3446663588352868
190.5,0.3953481914227245
191.0,0.035278686633945476
191.5,-0.6527853113113199
192.0,-0.25000955722810825
192.5,0.3002528969254583
193.0,-0.2361661309990569
193.5,-0.749234472296488
194.0,-0.1771099612291238
194.5,0.19484540011185725
195.0,-0.5289787106509528
195.5,-0.872642333068145
196.0,-0.11498084623738195
196.5,0.04029471257525241
197.0,-0.9432034872436257
197.5,-1.0807567111909808
198.0,-0.0579007724163531
198.5,-0.26594119104835157
199.0,-1.7757709271063518
199.5,-1.5923316593485213
200.0,7.148420218869897e-15
200.5,-1.3364626183305335
201.0,-5.520887582832221
201.5,-5.818861900234651
202.0,0.627400360391319
202.5,6.853102368087349
203.0,6.080703961963143
203.5,1.523408614271244
204.00000000000003,0.07923650745501343
204.50000000000003,1.7128772640585694
205.00000000000003,1.9144080615025052
205.50000000000003,0.36945810879355045
206.00000000000003,0.14039205794787876
206.50000000000003,1.1787616239572238
207.00000000000003,1.0525551181277009
207.50000000000003,0.05665032261758207
208.00000000000003,0.2028285179701544
208.5,0.9709747776456431
209.0,0.6367526677881801
209.5,-0.0933151653085591
210.0,0.27359528063960764
210.5,0.8556630315571315
211.0,0.35272012388356416
211.5,-0.1870312373726506
212.0,0.3603552060095523
212.5,0.7751724909393748
213.0,0.10053178199756829
213.5,-0.2605563462967152
214.0,0.47842600058063667
214.5,0.7028395712064435
215.0,-0.1937325065916818
215.5,-0.3386239984495254
216.0,0.6693110920131956
216.5,0.6080918993259604
217.0,-0.6854453607386515
217.5,-0.472569980383856
218.0,1.1095831619280534
218.5,0.3722158629936444
219.0,-2.3201144685945794
219.5,-1.1111271761157504
220.0,5.416286934399125
220.5,9.859979154779682
221.0,6.630853025423951
221.5,0.5652036224756287
222.0,-0.9640929151789005
222.5,1.2030456615913319
223.0,1.6810304933855724
223.5,0.07830452071558414
224.0,-0.16527620123446263
224.5,1.0184040179666343
225.0,1.0000000000000333
225.5,-0.013471877412999378
226.0,0.12415524417694476
226.5,0.9702847532171902
227.0,0.703718508761369
227.5,-0.0354000546133022
228.0,0.3253822154385317
228.5,0.9673490842850955
229.0,0.5224492297004051
229.5,-0.022044528420433585
230.0,0.5212959507456707
230.5,0.9969628558401891
231.0,0.3872864950060294
231.5,0.026090885114546047
232.0,0.7638673542877067
232.5,1.0687516268018462
233.0,0.26729309495192366
233.5,0.13137935654330613
234.0,1.1432826420483126
234.5,1.2267663680257948
235.00000000000003,0.13099477401698548
235.50000000000003,0.383606287531276
236.00000000000003,1.978297871731819
236.50000000000003,1.6812780052064702
237.00000000000003,-0.13882139083724437
237.50000000000003,1.4483296760409652
238.00000000000003,6.821282124027234
238.50000000000003,8.783689341708087
239.00000000000003,3.30556656866186
239.50000000000003,-3.365418182712003
240.0,-3.9614852840011165
240.5,-0.5800796682622194
241.0,0.46251737362326895
241.5,-1.1011768055009161
242.0,-1.2840696528240456
242.5,0.12493214529758268
243.0,0.2668659051073724
243.5,-0.7399387396343686
244.0,-0.5917277887840114
244.5,0.35324614095447504
245.0,0.16807340520130223
245.5,-0.5752845092050224
246.0,-0.21842165002881578
246.5,0.4846925890242242
247.0,0.09515682060625302
247.5,-0.46064914658764444
248.0,0.06962052188047961
248.5,0.5932319022135595
249.0,0.03121773596707524
249.5,-0.34945083666765053
250.0,0.3639702342660788
250.5,0.7162723695994949
251.0,-0.03196031140681778
251.5,-0.20237426331315778
252.0,0.7613436859961631
252.5,0.9070820820367932
253.0,-0.10402356687880908
253.5,0.06999432234476499
254.0,1.5268195439940437
254.5,1.3493278424389732
255.0,-0.21825956428130053
255.5,0.9605099853171415
256.0,4.688979440052727
256.5,4.457884757291271
257.0,-2.160004979546768
257.5,-8.01090919924057
258.0,-6.594038819614833
258.5,-1.5751182139412006
259.0,-0.03117374525919018
259.5,-1.7505733238895114
260.0,-1.9950256949374845
260.5,-0.4171503706418753
261.0,-0.17078572251883894
261.5,-1.2370997227815401
262.0,-1.1316562071268867
262.5,-0.12484444888680946
263.0,-0.2636140425977639
263.5,-1.048653780497835
264.0,-0.7294114542201664
264.5,0.005940701638641244
265.0,-0.356924860608137
265.5,-0.953538442622708
266.0,-0.4650969870125102
266.5,0.07718298475845675
267.0,-0.4681349129091881
267.5,-0.8993205565499969
268.0,-0.24259869344597168
268.5,0.1185434332600982
269.0,-0.6203488759421436
269.5,-0.8682704957212843
270.0,-7.03689572043838e-14
270.5,0.14068799568451817
271.0,-0.8705861521953177
271.5,-0.8546989007987298
272.0,0.37591971136932545
272.5,0.1444043201487758
273.0,-1.4512763064832666
273.5,-0.8663638193520662
274.0,1.512236968872952
274.5,0.09023448703968928
275.0,-6.215026151380707
275.5,-9.998263775556508
276.0,-6.079478381704035
276.5,0.27749717216627956
277.0,1.6640530601407573
277.5,-0.7729655195080218
278.0,-1.3868475997648886
278.5,0.2064049611681289
279.0,0.4344041055754785
279.5,-0.8084976033289444
280.0,-0.8332951824669729
280.5,0.17730957647907508
281.0,0.03576965972203205
281.5,-0.838142461640836
282.0,-0.5949363437957467
282.50000000000006,0.14391254474432946
283.00000000000006,-0.21728836233592427
283.50000000000006,-0.8776623088001797
284.00000000000006,-0.44983861459305713
284.50000000000006,0.09578282589258469
285.00000000000006,-0.44611464671307066
285.50000000000006,-0.9376014470883476
286.00000000000006,-0.34406899715919464
286.50000000000006,0.019418696274717595
287.00000000000006,-0.7150889547818536
287.50000000000006,-1.0376016363469338
288.00000000000006,-0.256272683325448
288.5,-0.11637168437900569
289.0,-1.1214136822037355
289.5,-1.2316075581274342
290.0,-0.17166907617577654
290.5,-0.41541120843465196
291.0,-1.9877419199711783
291.5,-1.7538310209104204
292.0,-0.05495891814609845
292.5,-1.5826498850450497
293.0,-6.5104306134989605
293.5,-7.794567405845998
294.0,-1.8602800516928697
294.5,4.732652521419054
295.0,4.864149320958246
295.5,1.0460730349309602
296.0,-0.16569764960790062
296.5,1.404831004842673
297.0,1.5822416868183924
297.5,0.11412675976576048
298.0,-0.06729921408825976
298.5,0.9455411799733907
299.0,0.800951295524687
299.5,-0.16707266234545703
300.0,-3.423838026537262e-13
300.5,0.7498069223485176
301.0,0.3989606087583806
301.5,-0.3167683763479012
302.0,0.06194300521912609
302.5,0.625769017635942
303.0,0.10407026848665099
303.5,-0.4276181542685302
304.0,0.1268891523658621
304.5,0.5188910021782696
305.0,-0.18139281963694348
305.5,-0.5391015231180163
306.0,0.20336512813025504
306.5,0.3925408202446228
307.0,-0.5474120834961597
307.5,-0.6957715602133496
308.0,0.31053640667467913
308.5,0.17713369804015944
309.0,-1.219384816849566
309.5,-1.0340907464749507
310.0,0.5302423893703708
310.5,-0.47776597748781957
311.0,-3.775762041205887
311.5,-3.097110537803828
312.0,3.57557987657942
312.5,8.951257357594434
313.0,6.849631442243938
313.5,1.3915805776372663
314.0,-0.20039029821087775
314.5,1.649781533692861
315.0,1.9626105055051988
315.5,0.3650526420597269
316.0,0.11192739800193101
316.5,1.2160387936210892
317.0,1.1387657369579036
317.5,0.12606343675344145
318.0,0.26165786296178695
318.5,1.0675933723394744
319.0,0.7665956555548779
319.5,0.02842834061033317
320.0,0.38938755175195405
320.5,1.0024904103532153
321.0,0.5301406072233688
321.5,-0.01337424656623687
322.0,0.530982604738582
322.5,0.9793474631251985
323.0,0.34107314314436404
323.5,-0.01962487877371677
324.0,0.7195220169754053
324.5,0.990649190097756
325.0,0.14989623089532106
325.5,0.01288501576189649
326.0,1.026711674984844
326.5,1.0532653393545055
327.0,-0.11933050187600105
327.5,0.12663068124261612
328.0,1.730271615245846
328.5,1.2766080495687462
329.0,-0.8432452443578669
329.5,0.7045369788678739
330.0,6.702760638774602
330.5,9.791289742986613
331.0,5.221559008536629
331.5,-1.3388092308703001
332.0,-2.4943190869699166
332.5,0.26708597219434616
333.0,1.036951639160176
333.5,-0.5423252379691674
334.0,-0.7513307119784979
334.5,0.5551145349933899
335.0,0.625531595813613
335.5,-0.38182450397500367
336.0,-0.2361796062129544
336.5,0.6660235313424836
337.0,0.44624193832050335
337.5,-0.2928932188133796
338.0,0.06804297525894155
338.5,0.7461335174768302
339.0,0.33442988259047196
339.5,-0.21356023625160137
340.0,0.32547875887975863
340.5,0.8310855624177192
341.0,0.25165260211391327
341.5,-0.11636180027885756
342.0,0.6123180209125314
342.5,0.9491149826777343
343.0,0.18384273813864685
343.5,0.035652842581929356
344.0,1.0287580795561049
344.5,1.1582288508690486
345.00000000000006,0.12428841275827135
345.50000000000006,0.3486694763542022
346.00000000000006,1.8855273554715297
346.50000000000006,1.6897796396958102
347.00000000000006,0.06854161840234382
347.50000000000006,1.4877709526491758
348.00000000000006,5.951711295608303
348.50000000000006,6.60168153154451
349.00000000000006,0.3140444439935958
349.50000000000006,-6.083920324050722
350.00000000000006,-5.671281819617513
350.50000000000006,-1.393916282185363
351.00000000000006,-0.02865477344351306
351.50000000000006,-1.629307632446485
352.0,-1.8160446446096978
352.5,-0.29676495906047196
353.0,-0.08290873035195719
353.5,-1.1091011516873266
354.0,-0.9739626448776797
354.5,0.012936097704657312
355.0,-0.13980439122916205
355.5,-0.8998353264124863
356.0,-0.5583177609468457
356.5,0.16724093789830885
357.0,-0.20329452956737978
357.5,-0.7777539350368359
358.0,-0.26708183261203833
358.5,0.2702943286299022
359.0,-0.27912974180037203
359.5,-0.6848078495848009
360.0,-2.0595780175965253e-13
360.5,0.36043374569278197
361.0,-0.3792093154717175
361.5,-0.5898745586464005
362.0,0.32346899170062154
362.5,0.47041860288680515
363.0,-0.5360105362756155
363.5,-0.44723674996182583
364.0,0.8851357184540994
364.5,0.6837124874711017
365.0,-0.8900670414944808
365.5,-0.0536921587004584
366.0,2.851851514690058
366.5,1.814305020837092
367.0,-4.799692344966673
367.5,-9.61410212236411
368.0,-6.8079679023096205
368.5,-0.9526428310995867
369.0,0.62257653470711
369.5,-1.409370304054255
370.0,-1.8174695442773703
370.5,-0.21322692758518524
371.0,0.03656700067806565
371.5,-1.114765838663397
372.0,-1.0725284709354304
372.5,-0.05832148106170565
373.0,-0.1943612579364254
373.5,-1.024620199409275
374.0,-0.7445524457419422
374.5,-0.005438548208684502
375.0,-0.3660254037844515
375.5,-0.9969557259972596
376.0,-0.5416597363830234
376.5,0.0024653949381199247
377.0,-0.5413284317336805
377.5,-1.0069332460625855
378.0,-0.3868211173477333
378.5,-0.026154719314623875
379.0,-0.7648833237995016
379.5,-1.0577890716213407
380.0,-0.24249129700397679
380.5,-0.10710390701647343
381.0,-1.1208803808319077
381.5,-1.1849092915582626
382.0,-0.06298651525785263
382.5,-0.3159258435643064
383.0,-1.9176501962949675
383.5,-1.5699533091259146
384.0,0.3465439512158153
384.5,-1.2471786770338582
385.0,-6.87024507113661
385.5,-9.25252061282751
386.0,-4.0919592917074725
386.5,2.5705284866338483
387.0,3.403630954098177
387.5,0.26777470537017956
388.0,-0.67105925247474
388.5,0.8960008539432753
389.0,1.0870516634577612
389.5,-0.28406742455744216
390.0,-0.39994668422959523
390.5,0.6059424673481941
391.0,0.4577580847025758
391.5,-0.47181979192414125
392.0,-0.2743172013545712
392.5,0.4667150815741188
393.0,0.10763291783651202
393.5,-0.5867117143625386
394.0,-0.18949786351801834
394.5,0.36270244780630734
395.0,-0.17153640627262837
395.5,-0.6891139024969817
396.0,-0.12134840231456044
396.5,0.2537694642096324
397.0,-0.46623705379796976
397.5,-0.8137688187177005
398.0,-0.060353478151843554
398.5,0.10049726188535146
399.0,-0.8756270073734437
399.5,-1.0172061795310297
400.0,9.44549428156761e-14
400.5,-0.19537161238546275
401.0,-1.6850815584794925
401.5,-1.5060096528723825
402.0,0.07326808138116843
402.5,-1.2025273170536326
403.0,-5.202438467118641
403.5,-5.279640907737586
404.0,1.2493045029358791
404.5,7.337889423074117
405.0,6.313751514675094
405.5,1.570330355398239
406.0,0.08092216763628714
406.5,1.743925641991323
407.0,1.9597396239654854
407.50000000000006,0.4000772571120039
408.00000000000006,0.1628457721076123
408.50000000000006,1.211219333648449
409.00000000000006,1.0924231393575699
409.50000000000006,0.09153651929322004
410.00000000000006,0.23422291267059334
410.50000000000006,1.00862490087811
411.00000000000006,0.6799785302296024
411.50000000000006,-0.0525272766864846
412.00000000000006,0.31247849695904845
412.50000000000006,0.9000995774953592
413.00000000000006,0.40273173194317813
413.50000000000006,-0.1382249793210899
414.00000000000006,0.40815862239520584
414.50000000000006,0.8293795626404348
415.00000000000006,0.16179116359088372
415.50000000000006,-0.1994377474280734
416.00000000000006,0.5393993415834736
416.5,0.7731758204468122
417.0,-0.11207035737602444
417.5,-0.25532517039962144
418.0,0.7539090994665226
418.5,0.7110165127823576
419.0,-0.5569517856631557
419.5,-0.3363709575040392
420.0,1.2515148785358385
420.5,0.5773077209935596
421.0,-1.9830956125207666
421.5,-0.6781023077508539
422.0,5.7716047872541685
422.5,9.95665126162789
423.0,6.448448405891016
423.5,0.25670328189141145
424.0,-1.2257386109025767
424.5,1.042670246834731
425.0,1.5722534602548381
425.5,-0.027559211935598293
426.0,-0.26556421375305606
426.5,0.9411039766603786
427.0,0.9395400903593832
427.5,-0.07295965726847031
428.0,0.06610286124909091
428.5,0.923196391809279
429.0,0.6658903302327873
429.5,-0.07312132902967616
430.0,0.2878509666391605
430.5,0.9372115155902635
431.0,0.4992100631050426
431.5,-0.04562896036702202
432.0,0.4972647410859361
432.5,0.9794279294887456
433.0,0.37642149499455374
433.5,0.014545689705808051
434.0,0.7512920653133919
434.5,1.0636025737555863
435.0,0.2706608035931276
435.5,0.13364506782770835
436.0,1.1433922412169448
436.5,1.238441660075261
437.0,0.15818668483681164
437.5,0.40852104854855886
438.0,1.9958795304068015
438.5,1.7272550489765042
439.0,-0.038671784416317995
439.5,1.531452503807066
440.0,6.7298050006728705
440.5,8.416844299461694
441.0,2.744696262550047
441.5,-3.9090531209105683
442.0,-4.329449865040662
442.5,-0.7769985575401002
443.0,0.33431601506376524
443.5,-1.2298937427047278
444.0,-1.4091575811746817
444.5,0.0242341644118087
445.0,0.18266001588413291
445.5,-0.8257991078437129
446.0,-0.6784236809460125
446.5,0.27620898158411955
447.0,0.09868096793400395
447.5,-0.6468405220262288
448.0,-0.2920134516687206
448.5,0.41646376060821155
449.0,0.03156568135698615
449.5,-0.5271385900006235
450.0,-6.553098336711516e-14
450.5,0.5271385900005632
451.0,-0.031565681356563624
451.5,-0.41646376060844026
452.0,0.2920134516685446
452.5,0.6468405220263107
453.0,-0.09868096793344464
453.5,-0.2762089815837937
454.0,0.6784236809460248
454.5,0.8257991078435597
455.0,-0.18266001588428282
455.5,-0.024234164412031856
456.0,1.409157581174555
456.5,1.2298937427047327
457.0,-0.33431601506378894
457.5,0.7769985575399343
458.0,4.329449865040625
458.5,3.9090531209109725
459.0,-2.7446962625495805
459.5,-8.416844299461442
460.0,-6.729805000673456
460.5,-1.5314525038074707
461.0,0.03867178441626423
461.5,-1.7272550489764256
462.0,-1.9958795304070864
462.5,-0.4085210485484585
463.0,-0.15818668483688328
463.5,-1.238441660075332
464.0,-1.1433922412168027
464.5,-0.13364506782729157
465.0,-0.27066080359252553
465.5,-1.0636025737557675
466.0,-0.7512920653140003
466.5,-0.01454568970590664
467.0,-0.37642149499407024
467.5,-0.9794279294886019
468.0,-0.4972647410860572
468.5,0.045628960366986715
469.0,-0.49921006310477234
469.5,-0.9372115155905316
470.00000000000006,-0.2878509666392685
470.50000000000006,0.0731213290298176
471.00000000000006,-0.6658903302323038
471.50000000000006,-0.9231963918090085
472.00000000000006,-0.06610286124955829
472.50000000000006,0.07295965726807552
473.00000000000006,-0.9395400903594234
473.50000000000006,-0.941103976660476
474.00000000000006,0.2655642137530113
474.50000000000006,0.027559211935500594
475.00000000000006,-1.5722534602547813
475.50000000000006,-1.0426702468346445
476.00000000000006,1.2257386109024722
476.50000000000006,-0.2567032818911348
477.00000000000006,-6.448448405890563
477.50000000000006,-9.956651261627933
478.00000000000006,-5.77160478725502
478.50000000000006,0.6781023077503346
479.00000000000006,1.9830956125207164
479.50000000000006,-0.5773077209934888
480.0,-1.2515148785359276
480.5,0.3363709575037903
481.0,0.556951785663329
481.5,-0.7110165127822563
482.0,-0.753909099466594
482.5,0.2553251703998688
483.0,0.11207035737630641
483.5,-0.7731758204471342
484.0,-0.5393993415840981
484.5,0.1994377474278065
485.0,-0.16179116359072176
485.5,-0.8293795626401954
486.0,-0.4081586223954318
486.5,0.13822497932108602
487.0,-0.40273173194315853
487.5,-0.9000995774954925
488.0,-0.3124784969595026
488.5,0.05252727668666246
489.0,-0.6799785302290404
489.5,-1.0086249008777175
490.0,-0.23422291267132872
490.5,-0.09153651929373918
491.0,-1.092423139357731
491.5,-1.2112193336483177
492.0,-0.16284577210757087
492.5,-0.4000772571116231
493.0,-1.959739623965357
493.5,-1.7439256419912654
494.0,-0.08092216763631464
494.5,-1.5703303553979686
495.0,-6.31375151467474
495.5,-7.337889423074398
496.0,-1.2493045029363052
496.5,5.279640907737255
497.0,5.202438467118797
497.5,1.2025273170536783
498.0,-0.07326808138112965
498.5,1.506009652872288
499.0,1.6850815584799037
499.5,0.19537161238570588
500.0,3.069412648159531e-14
500.50000000000006,1.017206179531405
501.0,0.8756270073736313
501.50000000000006,-0.1004972618858948
502.0,0.06035347815136363
502.50000000000006,0.8137688187176183
503.0,0.466237053798342
503.50000000000006,-0.2537694642095739
504.0,0.12134840231436428
