Time (ms),Amplitude
1570252.7777777778,0.255
1570255.5555555555,0.23
1570258.3333333335,0.185
1570261.1111111112,0.15
1570263.888888889,0.11
1570266.6666666667,0.07
1570269.4444444445,0.03
1570272.222222222,0.01
1570275.0,0.0
1570277.7777777778,-0.025
1570280.5555555555,-0.01
1570283.3333333333,-0.015
1570286.111111111,-0.01
1570288.8888888888,-0.045
1570291.6666666667,-0.08
1570294.4444444445,-0.095
1570297.2222222222,-0.085
1570300.0,-0.12
1570302.7777777778,-0.165
1570305.5555555555,-0.175
1570308.3333333335,-0.175
1570311.1111111112,-0.155
1570313.8888888888,-0.155
1570316.6666666665,-0.18
1570319.4444444445,-0.21
1570322.2222222222,-0.235
1570325.0,-0.27
1570327.7777777778,-0.295
1570330.5555555555,-0.32
1570333.3333333333,-0.35
1570336.1111111112,-0.41
1570338.888888889,-0.47
1570341.6666666667,-0.52
1570344.4444444445,-0.54
1570347.2222222222,-0.57
1570350.0,-0.62
1570352.777777778,-0.665
1570355.5555555555,-0.675
1570358.3333333333,-0.675
1570361.111111111,-0.7
1570363.8888888888,-0.72
1570366.6666666665,-0.715
1570369.4444444445,-0.7
1570372.2222222222,-0.665
1570375.0,-0.66
1570377.7777777778,-0.67
1570380.5555555555,-0.66
1570383.3333333335,-0.67
1570386.1111111112,-0.69
1570388.888888889,-0.695
1570391.6666666667,-0.7
1570394.4444444445,-0.675
1570397.222222222,-0.66
1570400.0,-0.645
1570402.7777777778,-0.65
1570405.5555555555,-0.615
1570408.3333333333,-0.61
1570411.111111111,-0.59
1570413.8888888888,-0.56
1570416.6666666667,-0.53
1570419.4444444445,-0.5
1570422.2222222222,-0.49
1570425.0,-0.47
1570427.7777777778,-0.44
1570430.5555555555,-0.415
1570433.3333333335,-0.385
1570436.1111111112,-0.355
1570438.8888888888,-0.355
1570441.6666666665,-0.32
1570444.4444444445,-0.285
1570447.2222222222,-0.235
1570450.0,-0.22
1570452.7777777778,-0.215
1570455.5555555555,-0.22
1570458.3333333333,-0.23
1570461.1111111112,-0.205
1570463.888888889,-0.17
1570466.6666666667,-0.155
1570469.4444444445,-0.12
1570472.2222222222,-0.115
1570475.0,-0.11
1570477.777777778,-0.1
1570480.5555555555,-0.075
1570483.3333333333,-0.065
1570486.111111111,-0.04
1570488.8888888888,-0.025
1570491.6666666665,0.0
1570494.4444444445,-0.005
1570497.2222222222,0.015
1570500.0,0.015
1570502.7777777778,0.05
1570505.5555555555,0.06
1570508.3333333335,0.1
1570511.1111111112,0.14
1570513.888888889,0.165
1570516.6666666667,0.195
1570519.4444444445,0.19
1570522.222222222,0.195
1570525.0,0.175
1570527.7777777778,0.15
1570530.5555555555,0.115
1570533.3333333333,0.065
1570536.111111111,0.015
1570538.8888888888,-0.015
1570541.6666666667,-0.05
1570544.4444444445,-0.055
1570547.2222222222,-0.05
1570550.0,-0.055
1570552.7777777778,-0.07
1570555.5555555555,-0.08
1570558.3333333335,-0.065
1570561.1111111112,-0.06
1570563.8888888888,-0.075
1570566.6666666665,-0.105
1570569.4444444445,-0.145
1570572.2222222222,-0.19
1570575.0,-0.21
1570577.7777777778,-0.225
1570580.5555555555,-0.225
1570583.3333333333,-0.235
1570586.1111111112,-0.265
1570588.888888889,-0.3
1570591.6666666667,-0.32
1570594.4444444445,-0.35
1570597.2222222222,-0.365
1570600.0,-0.425
1570602.777777778,-0.485
1570605.5555555555,-0.54
1570608.3333333333,-0.575
1570611.111111111,-0.6
1570613.8888888888,-0.635
1570616.6666666665,-0.67
1570619.4444444445,-0.71
1570622.2222222222,-0.75
1570625.0,-0.77
1570627.7777777778,-0.78
1570630.5555555555,-0.8
1570633.3333333335,-0.805
1570636.1111111112,-0.805
1570638.888888889,-0.81
1570641.6666666667,-0.81
1570644.4444444445,-0.785
1570647.222222222,-0.775
1570650.0,-0.785
1570652.7777777778,-0.82
1570655.5555555555,-0.835
1570658.3333333333,-0.84
1570661.111111111,-0.825
1570663.8888888888,-0.805
1570666.6666666667,-0.81
1570669.4444444445,-0.81
1570672.2222222222,-0.79
1570675.0,-0.775
1570677.7777777778,-0.74
1570680.5555555555,-0.71
1570683.3333333335,-0.69
1570686.1111111112,-0.7
1570688.8888888888,-0.68
1570691.6666666665,-0.64
1570694.4444444445,-0.61
1570697.2222222222,-0.585
1570700.0,-0.575
1570702.7777777778,-0.565
1570705.5555555555,-0.555
1570708.3333333333,-0.515
1570711.1111111112,-0.475
1570713.888888889,-0.455
1570716.6666666667,-0.42
1570719.4444444445,-0.405
1570722.2222222222,-0.4
1570725.0,-0.39
1570727.777777778,-0.36
1570730.5555555555,-0.33
1570733.3333333333,-0.31
1570736.111111111,-0.29
1570738.8888888888,-0.28
1570741.6666666665,-0.26
1570744.4444444445,-0.265
1570747.2222222222,-0.235
1570750.0,-0.215
1570752.7777777778,-0.2
1570755.5555555555,-0.17
1570758.3333333335,-0.17
1570761.1111111112,-0.16
1570763.888888889,-0.13
1570766.6666666667,-0.125
1570769.4444444445,-0.105
1570772.222222222,-0.085
1570775.0,-0.06
1570777.7777777778,-0.025
1570780.5555555555,0.015
1570783.3333333333,0.035
1570786.111111111,0.05
1570788.8888888888,0.07
1570791.6666666667,0.09
1570794.4444444445,0.11
1570797.2222222222,0.095
1570800.0,0.065
1570802.7777777778,0.015
1570805.5555555555,-0.035
1570808.3333333335,-0.07
1570811.1111111112,-0.085
1570813.8888888888,-0.09
1570816.6666666665,-0.115
1570819.4444444445,-0.145
1570822.2222222222,-0.155
1570825.0,-0.145
1570827.7777777778,-0.12
1570830.5555555555,-0.09
1570833.3333333333,-0.09
1570836.1111111112,-0.09
1570838.888888889,-0.09
1570841.6666666667,-0.105
1570844.4444444445,-0.125
1570847.2222222222,-0.175
1570850.0,-0.23
1570852.777777778,-0.28
1570855.5555555555,-0.305
1570858.3333333333,-0.29
1570861.111111111,-0.27
1570863.8888888888,-0.28
1570866.6666666665,-0.305
1570869.4444444445,-0.365
1570872.2222222222,-0.445
1570875.0,-0.495
1570877.7777777778,-0.52
1570880.5555555555,-0.53
1570883.3333333335,-0.575
1570886.1111111112,-0.635
1570888.888888889,-0.71
1570891.6666666667,-0.77
1570894.4444444445,-0.79
1570897.222222222,-0.805
1570900.0,-0.84
1570902.7777777778,-0.865
1570905.5555555555,-0.91
1570908.3333333333,-0.96
1570911.111111111,-0.985
1570913.8888888888,-0.99
1570916.6666666667,-0.975
1570919.4444444445,-0.98
1570922.2222222222,-0.99
1570925.0,-0.985
1570927.7777777778,-0.98
1570930.5555555555,-0.965
1570933.3333333335,-0.96
1570936.1111111112,-0.96
1570938.8888888888,-0.965
1570941.6666666665,-0.99
1570944.4444444445,-1.0
1570947.2222222222,-1.0
1570950.0,-0.975
1570952.7777777778,-0.97
1570955.5555555555,-0.97
1570958.3333333333,-0.945
1570961.1111111112,-0.93
1570963.888888889,-0.915
1570966.6666666667,-0.91
1570969.4444444445,-0.875
1570972.2222222222,-0.875
1570975.0,-0.845
1570977.777777778,-0.82
1570980.5555555555,-0.775
1570983.3333333333,-0.73
1570986.111111111,-0.72
1570988.8888888888,-0.705
1570991.6666666665,-0.68
1570994.4444444445,-0.635
1570997.2222222222,-0.6
1571000.0,-0.56
1571002.7777777778,-0.515
1571005.5555555555,-0.49
1571008.3333333335,-0.44
1571011.1111111112,-0.395
1571013.888888889,-0.38
1571016.6666666667,-0.395
1571019.4444444445,-0.405
1571022.222222222,-0.375
1571025.0,-0.32
1571027.7777777778,-0.27
1571030.5555555555,-0.24
1571033.3333333333,-0.225
1571036.111111111,-0.21
1571038.8888888888,-0.21
1571041.6666666667,-0.16
1571044.4444444445,-0.115
1571047.2222222222,-0.08
1571050.0,-0.065
1571052.7777777778,-0.07
1571055.5555555555,-0.055
1571058.3333333335,-0.01
1571061.1111111112,0.03
1571063.8888888888,0.105
1571066.6666666665,0.155
1571069.4444444445,0.185
1571072.2222222222,0.205
1571075.0,0.205
1571077.7777777778,0.205
1571080.5555555555,0.185
1571083.3333333333,0.17
1571086.1111111112,0.13
1571088.888888889,0.055
1571091.6666666667,-0.005
1571094.4444444445,-0.025
1571097.2222222222,-0.015
1571100.0,-0.025
1571102.777777778,-0.045
1571105.5555555555,-0.065
1571108.3333333333,-0.09
1571111.111111111,-0.1
1571113.8888888888,-0.1
1571116.6666666665,-0.095
1571119.4444444445,-0.08
1571122.2222222222,-0.09
1571125.0,-0.1
1571127.7777777778,-0.105
1571130.5555555555,-0.12
1571133.3333333335,-0.15
1571136.1111111112,-0.195
1571138.888888889,-0.24
1571141.6666666667,-0.24
1571144.4444444445,-0.23
1571147.222222222,-0.25
1571150.0,-0.34
1571152.7777777778,-0.4
1571155.5555555555,-0.425
1571158.3333333333,-0.45
1571161.111111111,-0.45
1571163.8888888888,-0.465
1571166.6666666667,-0.515
1571169.4444444445,-0.605
1571172.2222222222,-0.68
1571175.0,-0.705
1571177.7777777778,-0.705
1571180.5555555555,-0.73
1571183.3333333335,-0.75
1571186.1111111112,-0.795
1571188.8888888888,-0.83
1571191.6666666665,-0.855
1571194.4444444445,-0.865
1571197.2222222222,-0.865
1571200.0,-0.88
1571202.7777777778,-0.87
1571205.5555555555,-0.875
1571208.3333333333,-0.855
1571211.1111111112,-0.83
1571213.888888889,-0.785
1571216.6666666667,-0.785
1571219.4444444445,-0.845
1571222.2222222222,-0.865
1571225.0,-0.855
1571227.777777778,-0.815
1571230.5555555555,-0.79
1571233.3333333333,-0.785
1571236.111111111,-0.775
1571238.8888888888,-0.78
1571241.6666666665,-0.77
1571244.4444444445,-0.77
1571247.2222222222,-0.77
1571250.0,-0.765
1571252.7777777778,-0.75
1571255.5555555555,-0.73
1571258.3333333335,-0.69
1571261.1111111112,-0.65
1571263.888888889,-0.645
1571266.6666666667,-0.635
1571269.4444444445,-0.6
1571272.222222222,-0.565
1571275.0,-0.525
1571277.7777777778,-0.47
1571280.5555555555,-0.415
1571283.3333333333,-0.38
1571286.111111111,-0.365
1571288.8888888888,-0.32
1571291.6666666667,-0.275
1571294.4444444445,-0.24
1571297.2222222222,-0.22
1571300.0,-0.195
1571302.7777777778,-0.175
1571305.5555555555,-0.145
1571308.3333333335,-0.11
1571311.1111111112,-0.08
1571313.8888888888,-0.05
1571316.6666666665,-0.015
1571319.4444444445,0.02
1571322.2222222222,0.055
1571325.0,0.045
1571327.7777777778,0.025
1571330.5555555555,0.04
1571333.3333333333,0.105
1571336.1111111112,0.15
1571338.888888889,0.17
1571341.6666666667,0.22
1571344.4444444445,0.265
1571347.2222222222,0.29
1571350.0,0.325
1571352.777777778,0.41
1571355.5555555555,0.445
1571358.3333333333,0.455
1571361.111111111,0.46
1571363.8888888888,0.475
1571366.6666666665,0.45
1571369.4444444445,0.39
1571372.2222222222,0.295
1571375.0,0.215
1571377.7777777778,0.15
1571380.5555555555,0.1
1571383.3333333335,0.075
1571386.1111111112,0.07
1571388.888888889,0.07
1571391.6666666667,0.06
1571394.4444444445,0.005
1571397.222222222,-0.025
1571400.0,-0.04
1571402.7777777778,-0.055
1571405.5555555555,-0.08
1571408.3333333333,-0.12
1571411.111111111,-0.125
1571413.8888888888,-0.14
1571416.6666666667,-0.2
1571419.4444444445,-0.275
1571422.2222222222,-0.305
1571425.0,-0.315
1571427.7777777778,-0.345
1571430.5555555555,-0.385
1571433.3333333335,-0.435
1571436.1111111112,-0.485
1571438.8888888888,-0.505
1571441.6666666665,-0.505
1571444.4444444445,-0.52
1571447.2222222222,-0.545
1571450.0,-0.59
1571452.7777777778,-0.615
1571455.5555555555,-0.63
1571458.3333333333,-0.64
1571461.1111111112,-0.685
1571463.888888889,-0.755
1571466.6666666667,-0.8
1571469.4444444445,-0.81
1571472.2222222222,-0.805
1571475.0,-0.825
1571477.777777778,-0.805
1571480.5555555555,-0.78
1571483.3333333333,-0.79
1571486.111111111,-0.81
1571488.8888888888,-0.845
1571491.6666666665,-0.8
1571494.4444444445,-0.74
1571497.2222222222,-0.68
1571500.0,-0.655
1571502.7777777778,-0.655
1571505.5555555555,-0.68
1571508.3333333335,-0.715
1571511.1111111112,-0.71
1571513.888888889,-0.685
1571516.6666666667,-0.665
1571519.4444444445,-0.65
1571522.222222222,-0.635
1571525.0,-0.585
1571527.7777777778,-0.585
1571530.5555555555,-0.585
1571533.3333333333,-0.605
1571536.111111111,-0.605
1571538.8888888888,-0.595
1571541.6666666667,-0.525
1571544.4444444445,-0.465
1571547.2222222222,-0.43
1571550.0,-0.395
1571552.7777777778,-0.39
1571555.5555555555,-0.365
1571558.3333333335,-0.315
1571561.1111111112,-0.235
1571563.8888888888,-0.15
1571566.6666666665,-0.11
1571569.4444444445,-0.135
1571572.2222222222,-0.13
1571575.0,-0.08
1571577.7777777778,-0.02
1571580.5555555555,0.015
1571583.3333333333,0.05
1571586.1111111112,0.06
1571588.888888889,0.04
1571591.6666666667,0.04
1571594.4444444445,0.085
1571597.2222222222,0.135
1571600.0,0.18
1571602.777777778,0.21
1571605.5555555555,0.215
1571608.3333333333,0.24
1571611.111111111,0.26
1571613.8888888888,0.28
1571616.6666666665,0.29
1571619.4444444445,0.315
1571622.2222222222,0.39
1571625.0,0.45
1571627.7777777778,0.445
1571630.5555555555,0.45
1571633.3333333335,0.5
1571636.1111111112,0.585
1571638.888888889,0.635
1571641.6666666667,0.625
1571644.4444444445,0.58
1571647.222222222,0.54
1571650.0,0.505
1571652.7777777778,0.455
1571655.5555555555,0.35
1571658.3333333333,0.275
1571661.111111111,0.235
1571663.8888888888,0.265
1571666.6666666667,0.28
1571669.4444444445,0.225
1571672.2222222222,0.16
1571675.0,0.075
1571677.7777777778,0.06
1571680.5555555555,0.1
1571683.3333333335,0.08
1571686.1111111112,0.005
1571688.8888888888,-0.06
1571691.6666666665,-0.08
1571694.4444444445,-0.12
1571697.2222222222,-0.155
1571700.0,-0.175
1571702.7777777778,-0.2
1571705.5555555555,-0.255
1571708.3333333333,-0.295
1571711.1111111112,-0.34
1571713.888888889,-0.36
1571716.6666666667,-0.385
1571719.4444444445,-0.39
1571722.2222222222,-0.425
1571725.0,-0.48
1571727.777777778,-0.55
1571730.5555555555,-0.585
1571733.3333333333,-0.585
1571736.111111111,-0.575
1571738.8888888888,-0.58
1571741.6666666665,-0.62
1571744.4444444445,-0.675
1571747.2222222222,-0.705
1571750.0,-0.71
1571752.7777777778,-0.705
1571755.5555555555,-0.715
1571758.3333333335,-0.74
1571761.1111111112,-0.735
1571763.888888889,-0.7
1571766.6666666667,-0.67
1571769.4444444445,-0.655
1571772.222222222,-0.68
1571775.0,-0.68
1571777.7777777778,-0.655
1571780.5555555555,-0.61
1571783.3333333333,-0.59
1571786.111111111,-0.61
1571788.8888888888,-0.605
1571791.6666666667,-0.615
1571794.4444444445,-0.605
1571797.2222222222,-0.63
1571800.0,-0.63
1571802.7777777778,-0.6
1571805.5555555555,-0.565
1571808.3333333335,-0.54
1571811.1111111112,-0.525
1571813.8888888888,-0.485
1571816.6666666665,-0.485
1571819.4444444445,-0.485
1571822.2222222222,-0.485
1571825.0,-0.465
1571827.7777777778,-0.44
1571830.5555555555,-0.395
1571833.3333333333,-0.35
1571836.1111111112,-0.305
1571838.888888889,-0.265
1571841.6666666667,-0.255
1571844.4444444445,-0.255
1571847.2222222222,-0.225
1571850.0,-0.14
1571852.777777778,-0.055
1571855.5555555555,0.0
1571858.3333333333,0.03
1571861.111111111,0.045
1571863.8888888888,0.035
1571866.6666666665,0.015
1571869.4444444445,0.03
1571872.2222222222,0.075
1571875.0,0.135
1571877.7777777778,0.18
1571880.5555555555,0.21
1571883.3333333335,0.19
1571886.1111111112,0.165
1571888.888888889,0.175
1571891.6666666667,0.23
1571894.4444444445,0.295
1571897.222222222,0.325
1571900.0,0.33
1571902.7777777778,0.31
1571905.5555555555,0.34
1571908.3333333333,0.355
1571911.111111111,0.42
1571913.8888888888,0.5
1571916.6666666667,0.56
1571919.4444444445,0.59
1571922.2222222222,0.615
1571925.0,0.62
1571927.7777777778,0.63
1571930.5555555555,0.655
1571933.3333333335,0.66
1571936.1111111112,0.65
1571938.8888888888,0.625
1571941.6666666665,0.61
1571944.4444444445,0.555
1571947.2222222222,0.485
1571950.0,0.375
1571952.7777777778,0.295
1571955.5555555555,0.275
1571958.3333333333,0.26
1571961.1111111112,0.255
1571963.888888889,0.24
1571966.6666666667,0.22
1571969.4444444445,0.195
1571972.2222222222,0.165
1571975.0,0.145
1571977.777777778,0.125
1571980.5555555555,0.085
1571983.3333333333,0.02
1571986.111111111,-0.04
1571988.8888888888,-0.095
1571991.6666666665,-0.155
1571994.4444444445,-0.195
1571997.2222222222,-0.205
1572000.0,-0.19
1572002.7777777778,-0.21
1572005.5555555555,-0.265
1572008.3333333335,-0.3
1572011.1111111112,-0.325
1572013.888888889,-0.36
1572016.6666666667,-0.38
1572019.4444444445,-0.465
1572022.222222222,-0.5
1572025.0,-0.485
1572027.7777777778,-0.475
1572030.5555555555,-0.515
1572033.3333333333,-0.58
1572036.111111111,-0.62
1572038.8888888888,-0.655
1572041.6666666667,-0.69
1572044.4444444445,-0.675
1572047.2222222222,-0.67
1572050.0,-0.66
1572052.7777777778,-0.67
1572055.5555555555,-0.7
1572058.3333333335,-0.685
1572061.1111111112,-0.64
1572063.8888888888,-0.63
1572066.6666666665,-0.64
1572069.4444444445,-0.68
1572072.2222222222,-0.705
1572075.0,-0.69
1572077.7777777778,-0.645
1572080.5555555555,-0.57
1572083.3333333333,-0.565
1572086.1111111112,-0.59
1572088.888888889,-0.64
1572091.6666666667,-0.65
1572094.4444444445,-0.605
1572097.2222222222,-0.545
1572100.0,-0.525
1572102.777777778,-0.545
1572105.5555555555,-0.56
1572108.3333333333,-0.55
1572111.111111111,-0.5
1572113.8888888888,-0.435
1572116.6666666665,-0.42
1572119.4444444445,-0.445
1572122.2222222222,-0.455
1572125.0,-0.43
1572127.7777777778,-0.37
1572130.5555555555,-0.31
1572133.3333333335,-0.27
1572136.1111111112,-0.225
1572138.888888889,-0.18
1572141.6666666667,-0.125
1572144.4444444445,-0.12
1572147.222222222,-0.115
1572150.0,-0.105
1572152.7777777778,-0.045
1572155.5555555555,0.035
1572158.3333333333,0.095
1572161.111111111,0.125
1572163.8888888888,0.115
1572166.6666666667,0.15
1572169.4444444445,0.155
1572172.2222222222,0.175
1572175.0,0.2
1572177.7777777778,0.255
1572180.5555555555,0.295
1572183.3333333335,0.315
1572186.1111111112,0.305
1572188.8888888888,0.315
1572191.6666666665,0.355
1572194.4444444445,0.405
1572197.2222222222,0.445
1572200.0,0.47
1572202.7777777778,0.455
1572205.5555555555,0.465
1572208.3333333333,0.53
1572211.1111111112,0.625
1572213.888888889,0.695
1572216.6666666667,0.735
1572219.4444444445,0.745
1572222.2222222222,0.76
1572225.0,0.76
1572227.777777778,0.725
1572230.5555555555,0.7
1572233.3333333333,0.65
1572236.111111111,0.565
1572238.8888888888,0.51
1572241.6666666665,0.46
1572244.4444444445,0.41
1572247.2222222222,0.355
1572250.0,0.3
1572252.7777777778,0.25
1572255.5555555555,0.25
1572258.3333333335,0.265
1572261.1111111112,0.26
1572263.888888889,0.22
1572266.6666666667,0.155
1572269.4444444445,0.1
1572272.222222222,0.045
1572275.0,-0.01
1572277.7777777778,-0.025
1572280.5555555555,-0.03
1572283.3333333333,-0.085
1572286.111111111,-0.145
1572288.8888888888,-0.18
1572291.6666666667,-0.205
1572294.4444444445,-0.22
1572297.2222222222,-0.25
1572300.0,-0.26
1572302.7777777778,-0.295
1572305.5555555555,-0.355
1572308.3333333335,-0.355
1572311.1111111112,-0.36
1572313.8888888888,-0.395
1572316.6666666665,-0.435
1572319.4444444445,-0.485
1572322.2222222222,-0.515
1572325.0,-0.56
1572327.7777777778,-0.585
1572330.5555555555,-0.605
1572333.3333333333,-0.59
1572336.1111111112,-0.59
1572338.888888889,-0.585
1572341.6666666667,-0.575
1572344.4444444445,-0.545
1572347.2222222222,-0.51
1572350.0,-0.505
1572352.777777778,-0.54
1572355.5555555555,-0.58
1572358.3333333333,-0.575
1572361.111111111,-0.54
1572363.8888888888,-0.52
1572366.6666666665,-0.53
1572369.4444444445,-0.545
1572372.2222222222,-0.51
1572375.0,-0.465
1572377.7777777778,-0.44
1572380.5555555555,-0.465
1572383.3333333335,-0.5
1572386.1111111112,-0.535
1572388.888888889,-0.525
1572391.6666666667,-0.51
1572394.4444444445,-0.47
1572397.222222222,-0.43
1572400.0,-0.395
1572402.7777777778,-0.34
1572405.5555555555,-0.3
1572408.3333333333,-0.285
1572411.111111111,-0.28
1572413.8888888888,-0.275
1572416.6666666667,-0.26
1572419.4444444445,-0.235
1572422.2222222222,-0.19
1572425.0,-0.125
1572427.7777777778,-0.105
1572430.5555555555,-0.08
1572433.3333333335,-0.065
1572436.1111111112,-0.02
1572438.8888888888,0.02
1572441.6666666665,0.075
1572444.4444444445,0.125
1572447.2222222222,0.14
1572450.0,0.13
1572452.7777777778,0.115
1572455.5555555555,0.145
1572458.3333333333,0.19
1572461.1111111112,0.235
1572463.888888889,0.23
1572466.6666666667,0.24
1572469.4444444445,0.265
1572472.2222222222,0.3
1572475.0,0.325
1572477.777777778,0.365
1572480.5555555555,0.39
1572483.3333333333,0.42
1572486.111111111,0.42
1572488.8888888888,0.41
1572491.6666666665,0.455
1572494.4444444445,0.515
1572497.2222222222,0.55
1572500.0,0.55
1572502.7777777778,0.59
1572505.5555555555,0.66
1572508.3333333335,0.72
1572511.1111111112,0.76
1572513.888888889,0.765
1572516.6666666667,0.735
1572519.4444444445,0.715
1572522.222222222,0.69
1572525.0,0.67
1572527.7777777778,0.585
1572530.5555555555,0.47
1572533.3333333333,0.38
1572536.111111111,0.32
1572538.8888888888,0.35
1572541.6666666667,0.37
1572544.4444444445,0.38
1572547.2222222222,0.325
1572550.0,0.225
1572552.7777777778,0.16
1572555.5555555555,0.13
1572558.3333333335,0.115
1572561.1111111112,0.085
1572563.8888888888,0.05
1572566.6666666665,0.015
1572569.4444444445,-0.05
1572572.2222222222,-0.13
1572575.0,-0.18
1572577.7777777778,-0.19
1572580.5555555555,-0.185
1572583.3333333333,-0.235
1572586.1111111112,-0.31
1572588.888888889,-0.36
1572591.6666666667,-0.38
1572594.4444444445,-0.39
1572597.2222222222,-0.41
1572600.0,-0.44
1572602.777777778,-0.5
1572605.5555555555,-0.54
1572608.3333333333,-0.58
1572611.111111111,-0.565
1572613.8888888888,-0.585
1572616.6666666665,-0.63
1572619.4444444445,-0.675
1572622.2222222222,-0.665
1572625.0,-0.645
1572627.7777777778,-0.635
1572630.5555555555,-0.62
1572633.3333333335,-0.63
1572636.1111111112,-0.665
1572638.888888889,-0.685
1572641.6666666667,-0.7
1572644.4444444445,-0.675
1572647.222222222,-0.65
1572650.0,-0.66
1572652.7777777778,-0.685
1572655.5555555555,-0.67
1572658.3333333333,-0.645
1572661.111111111,-0.64
1572663.8888888888,-0.615
1572666.6666666667,-0.62
1572669.4444444445,-0.63
1572672.2222222222,-0.64
1572675.0,-0.63
1572677.7777777778,-0.585
1572680.5555555555,-0.56
1572683.3333333335,-0.56
1572686.1111111112,-0.565
1572688.8888888888,-0.565
1572691.6666666665,-0.545
1572694.4444444445,-0.515
1572697.2222222222,-0.48
1572700.0,-0.45
1572702.7777777778,-0.435
1572705.5555555555,-0.425
1572708.3333333333,-0.385
1572711.1111111112,-0.325
1572713.888888889,-0.265
1572716.6666666667,-0.22
1572719.4444444445,-0.18
1572722.2222222222,-0.15
1572725.0,-0.115
1572727.777777778,-0.07
1572730.5555555555,-0.035
1572733.3333333333,-0.045
1572736.111111111,-0.05
1572738.8888888888,-0.04
1572741.6666666665,0.0
1572744.4444444445,0.05
1572747.2222222222,0.07
1572750.0,0.095
1572752.7777777778,0.11
1572755.5555555555,0.13
1572758.3333333335,0.145
1572761.1111111112,0.16
1572763.888888889,0.2
1572766.6666666667,0.22
1572769.4444444445,0.235
1572772.222222222,0.275
1572775.0,0.305
1572777.7777777778,0.335
1572780.5555555555,0.36
1572783.3333333333,0.37
1572786.111111111,0.39
1572788.8888888888,0.41
1572791.6666666667,0.45
1572794.4444444445,0.495
1572797.2222222222,0.54
1572800.0,0.57
1572802.7777777778,0.595
1572805.5555555555,0.595
1572808.3333333335,0.58
1572811.1111111112,0.57
1572813.8888888888,0.54
1572816.6666666665,0.5
1572819.4444444445,0.425
1572822.2222222222,0.375
1572825.0,0.335
1572827.7777777778,0.33
1572830.5555555555,0.32
1572833.3333333333,0.29
1572836.1111111112,0.285
1572838.888888889,0.25
1572841.6666666667,0.205
1572844.4444444445,0.175
1572847.2222222222,0.135
1572850.0,0.1
1572852.777777778,0.055
1572855.5555555555,0.01
1572858.3333333333,-0.015
1572861.111111111,-0.04
1572863.8888888888,-0.06
1572866.6666666665,-0.11
1572869.4444444445,-0.14
1572872.2222222222,-0.175
1572875.0,-0.2
1572877.7777777778,-0.25
1572880.5555555555,-0.285
1572883.3333333335,-0.31
1572886.1111111112,-0.345
1572888.888888889,-0.36
1572891.6666666667,-0.39
1572894.4444444445,-0.43
1572897.222222222,-0.455
1572900.0,-0.485
1572902.7777777778,-0.53
1572905.5555555555,-0.545
1572908.3333333333,-0.56
1572911.111111111,-0.565
1572913.8888888888,-0.56
1572916.6666666667,-0.595
1572919.4444444445,-0.615
1572922.2222222222,-0.635
1572925.0,-0.635
1572927.7777777778,-0.62
1572930.5555555555,-0.615
